русский,английский,Эста́мп,Print
русский,английский,Субре́тка,Soubrette
русский,английский,Капелла,Chapel
русский,английский,Фискал,Fiscal
русский,английский,Фолиант,Folio
русский,английский,Ипохондрия,Hypochondria
русский,английский,Фортель,Fortel
русский,английский,Антреприза,Entreprise
русский,английский,Метафизика,Metaphysics
русский,английский,ТЕОЛÓГИЯ,Theology
русский,английский,Credo quia absurdum,Creed quia absurdum
латинский,английский,Credo quia absurdum,I believe because it is absurd
английский,русский,ranting,разглагольствовать
английский,русский,barrage,заграждение
английский,русский,siphon,сифон
английский,русский,entropy,энтропия
английский,русский,plenty,много
английский,русский,designation,обозначение
английский,русский,assertive,утвердительный
английский,русский,delinquency,просрочка
английский,русский,blended,смешанный
английский,русский,debts,долги
английский,русский,astonishing,удивительный
английский,русский,spectacular,захватывающий
английский,русский,parental,родительский
английский,русский,impasse,тупик
английский,русский,levers,рычаги
английский,русский,tweak,твик
английский,русский,twist,скрутить
английский,русский,eludes,ускользает
английский,русский,cringe,пресмыкаться
английский,русский,glaze,глазурь
английский,русский,pastures,пастбища
английский,русский,wreck,развалина
английский,русский,wreckage,обломки судна
английский,русский,circumvents,обходит
английский,русский,rant,декламация
английский,русский,mutters,бормочет
английский,русский,complacency,самодовольство
английский,русский,attrition,истирание
английский,русский,yawn,зевать
английский,русский,empathize,сопереживать
английский,русский,breed,разводить
английский,русский,Mining,Добыча полезных ископаемых
английский,русский,convey,передавать
английский,русский,disperse,рассеивать
английский,русский,objection,возражение
английский,русский,playing devil advocate,играет адвокат дьявола
русский,английский,сумбур,welter
английский,русский,hang tight,держать крепко
английский,русский,forfeit,неустойка
английский,русский,incentive,стимул
английский,русский,post-mortem,посмертный
английский,русский,concession,концессия
английский,русский,carved out,вырезанный
английский,русский,caveat,предостережение
английский,русский,singularity,особенность
английский,русский,begging you,Умоляю тебя
английский,русский,proposition,предложение
английский,русский,incumbent,возложенный
английский,русский,hindering,задерживающей
английский,русский,gratification,удовлетворение
английский,русский,claim,Запрос
английский,русский,slog,сильный удар
английский,русский,suction,всасывающий
английский,русский,plunger,поршень
английский,русский,tug,гуж
английский,русский,slam,хлопать
английский,русский,briefcase,портфель
английский,русский,outwit,перехитрить
английский,русский,virtue,добродетель
английский,русский,slip,слип
английский,русский,tight space,ограниченное пространство
английский,русский,grate,решетка
английский,русский,vents,вентиляционные отверстия
английский,русский,malleable,податливый
английский,русский,ominous,угрожающий
английский,русский,heritage,наследие
английский,русский,furious,яростный
английский,русский,grieve,Скорбный
английский,русский,snore,храп
английский,русский,obstructive,обструктивный
русский,английский,шланг,hose
английский,русский,inhale,вдох
английский,русский,outbreak,вспышка
английский,русский,toil,маяться
английский,русский,hurdle,препятствие
английский,русский,swivel chair,вращающийся стул
английский,русский,imperative,императив
английский,русский,sluggish,медлительный
английский,русский,hectic,беспокойный
английский,русский,bridle,уздечка
английский,русский,sagacity,проницательность
английский,русский,dignify,величать
английский,русский,naughty,непослушный
русский,английский,прикладной,applied
английский,русский,commerce,коммерция
английский,русский,wasteland,пустошь
английский,русский,obscure,затенить
английский,русский,crag,утес
английский,русский,coat of arms,герб
английский,русский,blazon,прославление
английский,русский,steep cliff,крутой обрыв
английский,русский,steep,крутой
английский,русский,bond,связь
английский,русский,mediocrity,посредственность
итальянский,русский,delude,разочаровывает
английский,английский,divestiture,divestiture
английский,русский,divestiture,лишение прав
английский,русский,evocative,вызывающий воспоминания
английский,русский,well-seasoned,хорошо выдержанный
английский,русский,commodity,товар
английский,русский,The tribal nature of IT,Племенная природа ИТ
английский,русский,entrenches practitioners,укрепляет практикующих
английский,русский,the myriad conflicting challenges,множество противоречивых проблем
английский,русский,step through a watershed epoch,шаг через эпоху водораздела
английский,русский,humility,смирение
английский,русский,allowing such candor,позволяя такую ​​искренность
английский,русский,peculiarities,особенности
английский,русский,indulge,предаваться
английский,русский,inadvertently,ненароком
английский,русский,goofy,бестолковый
английский,русский,Quotient,частное
английский,русский,clunky,неуклюжим
английский,русский,valve,клапан
английский,русский,density,плотность
английский,русский,unanimous,единодушное
английский,русский,ostensibly,якобы
английский,русский,paint stroke,мазок
английский,русский,stroke,Инсульт
английский,русский,containment,политика сдерживания
английский,русский,compeling,неотразимый
английский,русский,infectious,инфекционный
английский,русский,upending,выпрямления
английский,русский,staggered shifts,ступенчатые смены
английский,русский,triage,сортировка
английский,русский,pledged up,залог
английский,русский,aversion,антипатия
английский,русский,authentic,аутентичный
английский,русский,intimate,интимный
английский,русский,anxiety,тревожность
английский,русский,utensils,принадлежность
английский,русский,repertoer,репертуар
английский,русский,staples,скрепок
английский,русский,equities,Фондовые рынки
английский,русский,reinvigorated,активизировал
английский,русский,unprecedented,беспрецедентный
английский,русский,permutations,перестановки
английский,русский,get embedded,врезаться
английский,русский,embed,встраивать
английский,русский,Caveats,Предостережения
английский,русский,bragging,хвастовство
английский,русский,mortgage,ипотечный кредит
английский,русский,emerge,всплывать
английский,русский,steward,стюард
английский,русский,octal,восьмеричный
английский,русский,elevated privileges,повышенные привилегии
английский,русский,vigilant,бдительный
английский,русский,bearing,подшипник
английский,русский,axle,ось
английский,русский,skewer,вертел
английский,русский,cast eyes over,бросить взгляд
английский,английский,superfluous,superfluous
английский,русский,condolences,соболезнование
английский,русский,banter,подшучивать
английский,русский,umpteenth,энный
английский,русский,notion,понятие
английский,русский,motion,движение
английский,русский,Disintermediation,освобождение от посредников
английский,русский,Intermediation,Посредничество
английский,русский,Resilient,жизнерадостный
английский,русский,prescribe,предписать
английский,русский,fame,известность
английский,русский,slurp,чавкать
английский,русский,safe and sound,целый и невредимый
английский,русский,flick,фильм
английский,русский,deprive,лишай
английский,русский,wander,блуждать
английский,русский,seagull,чайка
английский,русский,squeal,визг
английский,русский,feast,праздник
английский,русский,moan,стон
английский,русский,grunt,хрюкать
английский,русский,revelation,открытие
английский,русский,creaking,скрипучий
английский,русский,groan,стон
английский,русский,paw,лапа
английский,русский,pawn,пешка
английский,русский,booze,выпивка
английский,русский,sobbing,рыдания
английский,русский,boasting,хвастовство
английский,русский,confine,Confine
английский,русский,creak,скрип
английский,русский,calves,телята
английский,русский,cresting,перехлест
английский,русский,effusions,выпот
английский,русский,perfidious,вероломный
английский,русский,forehead,лоб
английский,русский,hedgehog,еж
английский,русский,misfortune,несчастье
английский,русский,giggle,хихикать
английский,русский,torment,мучение
английский,русский,exhale,выдыхать
английский,русский,puberty,половая зрелость
английский,русский,ogling,глазея
английский,русский,rattle,погремушка
английский,русский,flip,кувырок
английский,русский,shovel,лопата
английский,русский,coy,застенчивый
английский,русский,disgust,отвращение
английский,русский,cradle,колыбель
английский,русский,hearth,топка
английский,русский,mourn,сетовать
английский,русский,devour,пожирать
английский,русский,clamors,clamors
английский,русский,solstice,солнцестояние
английский,русский,slits,щели
английский,русский,naught,ноль
английский,русский,mow the lawn,косить газон
английский,русский,wailing,плач
английский,русский,eavesdropping,подслушивание
английский,русский,scoffs,издевается
английский,русский,thrilled,взволнованный
английский,русский,straining,деформирование
английский,русский,exile,ссыльный
английский,русский,downfall,крушение
английский,русский,flattering,льстить
английский,русский,intimidating,пугающим
английский,русский,grappling,шлюпочный
английский,русский,leisurely,неторопливый
английский,русский,hassle,стычка
английский,русский,bummer,лентяй
английский,русский,bride,невеста
английский,русский,sepulcher,гробница
английский,русский,shivering,Дрожание
английский,русский,gullible,легковерный
английский,русский,devastated,опустошенный
английский,русский,clumsy,топорный
английский,русский,brush,щетка
английский,русский,ferocious,свирепый
английский,русский,eternity,вечность
английский,русский,catwalk,подиум
английский,русский,strain,напряжение
английский,русский,dormant,бездействующий
английский,русский,biased,пристрастный
английский,русский,pancreas,поджелудочная железа
английский,русский,burp,отрыжка
английский,русский,intestine,кишка
английский,русский,plague,чума
английский,русский,shrine,святыня
английский,русский,pompous,напыщенный
английский,русский,negligence,небрежность
английский,русский,revolve,вращаться
английский,русский,you are gross,ты грубый
английский,русский,sanest,здравомыслящий
английский,русский,spout,носик
английский,русский,spout off,извергать
английский,русский,dark matter,темная материя
английский,русский,abductions,похищения
английский,русский,scam,мошенничество
английский,русский,fraud,мошенничество
английский,русский,fabled,придуманный
английский,русский,whimsical,капризный
английский,русский,heckling,внезапные перебивки
английский,русский,choking up,задыхаясь
английский,русский,mediocre,посредственный
английский,русский,thorn,колючка
английский,русский,rodent,грызун
английский,русский,turquoise,бирюзовый
английский,русский,custody,опека
английский,русский,crayons,мелки
английский,русский,brew,заваривать
английский,русский,solar,солнечный
английский,русский,disparage,принижать
английский,русский,differently abled,по-разному
английский,русский,preposterous,нелепый
английский,русский,surveillance,наблюдение
английский,русский,prowess,доблесть
английский,русский,outburst,взрыв
английский,русский,deductible,подлежащий вычету
английский,русский,pickles,соленья
английский,русский,celestial,астрономический
английский,русский,dwarf,карликовый
английский,русский,humbling,уничижительный
английский,русский,howl,вой
английский,русский,loafers,мокасины
английский,русский,mildew,милдью
английский,русский,shatter,разбиться
английский,русский,shards,осколки
английский,русский,shard,осколок
английский,русский,bribe,взятка
английский,русский,fickle,непостоянный
английский,русский,oblivion,забвение
английский,русский,oath,присяга
английский,русский,venison,оленина
английский,русский,crate,клеть
английский,русский,burlap,брезент
английский,русский,burlap sack,мешковина
английский,русский,turd,дристун
английский,русский,collar,воротник
английский,русский,obstinate,упрямый
английский,русский,omniscient,всеведущий
английский,русский,vestigial,рудиментарный
английский,русский,nuances,нюансы
английский,русский,petty,мелкий
английский,русский,tee up,тройник
английский,русский,latch,защелка
английский,русский,cabbage patch,капустное поле
английский,русский,aisle,придел
английский,русский,homophobic,гомофоб
английский,русский,limbs,конечности
английский,русский,shady,сомнительный
английский,русский,persian,перс
английский,русский,thrash,молотить
английский,русский,patronized,покровительствовал
английский,русский,tint,оттенок
английский,русский,birdie,птичка
английский,русский,beacons,маяки
английский,русский,barf,блевать
английский,русский,weed,сорняк
английский,русский,whack,сильный удар
английский,русский,patois,местный говор
английский,русский,glider,планер
английский,русский,bruise,синяк
английский,русский,dabble,плескаться
английский,русский,pledge,залог
английский,русский,captivity,неволя
английский,русский,debris,мусор
английский,русский,posterior,задний
английский,русский,Crude,сырой
английский,русский,condense,конденсироваться
английский,русский,keystone,замковый камень
французский,русский,apprenti,подмастерье
английский,русский,swimmingly,без помех
английский,русский,strike a chord,зацепить за живое
английский,русский,mock up,макет
английский,русский,reimburse,возмещать
английский,русский,stance,позиция
английский,русский,heuristics,эвристика
английский,русский,perseverance,настойчивость
английский,русский,endurance,выносливость
английский,русский,dozens,десятки
английский,русский,stubborn,упрямый
английский,русский,stranded,застрявший
английский,русский,seamless,бесшовные
русский,английский,солидарность,solidarity
